Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2021-04-21,103.12,105.91,101.23,105.48,105.48,390100,QLYS
2021-04-22,105.63,107.5,104.58,105.03,105.03,302800,QLYS
2021-04-23,104.77,104.91,102.74,102.89,102.89,416300,QLYS
2021-04-26,106.49,108.98,104.62,108.33,108.33,510700,QLYS
2021-04-27,108.42,108.87,106.49,107.3,107.3,321500,QLYS
2021-04-28,107.4,107.78,104.68,104.85,104.85,297500,QLYS
2021-04-29,105.4,106.53,103.36,103.77,103.77,287700,QLYS
2021-04-30,103.1,104.69,101.19,101.36,101.36,418300,QLYS
2021-05-03,101.51,102.52,98.78,99.39,99.39,557100,QLYS
2021-05-04,97.74,98.0,94.47,94.88,94.88,447900,QLYS
2021-05-05,95.89,96.75,93.26,94.38,94.38,535800,QLYS
2021-05-06,102.96,102.96,92.0,98.21,98.21,1052300,QLYS
2021-05-07,98.31,99.6,96.49,97.93,97.93,907200,QLYS
2021-05-10,98.14,102.88,96.68,100.76,100.76,605500,QLYS
2021-05-11,98.57,103.0,97.11,101.24,101.24,627100,QLYS
2021-05-12,99.89,101.71,97.87,98.18,98.18,334000,QLYS
2021-05-13,98.67,100.19,96.37,97.06,97.06,374900,QLYS
2021-05-14,97.62,100.0,97.6,99.83,99.83,242400,QLYS
2021-05-17,99.22,99.63,96.75,97.86,97.86,217700,QLYS
2021-05-18,98.05,99.56,97.68,97.72,97.72,237400,QLYS
2021-05-19,95.61,96.96,95.02,96.79,96.79,243400,QLYS
2021-05-20,97.06,99.17,97.06,98.5,98.5,247800,QLYS
2021-05-21,99.44,99.99,97.45,99.42,99.42,603700,QLYS
2021-05-24,100.55,100.95,99.28,99.66,99.66,173200,QLYS
2021-05-25,100.34,101.31,98.55,98.68,98.68,255800,QLYS
2021-05-26,99.53,100.4,98.0,98.02,98.02,339800,QLYS
2021-05-27,97.79,98.06,96.2,97.27,97.27,444900,QLYS
2021-05-28,97.08,98.0,96.59,96.68,96.68,288800,QLYS
2021-06-01,96.92,97.57,95.0,96.98,96.98,367500,QLYS
2021-06-02,97.4,98.88,97.19,98.76,98.76,268700,QLYS
2021-06-03,97.76,99.36,97.42,98.76,98.76,294500,QLYS
2021-06-04,99.1,100.3,98.61,100.04,100.04,206500,QLYS
2021-06-07,99.81,100.76,99.06,99.52,99.52,253800,QLYS
2021-06-08,100.32,102.74,100.3,102.2,102.2,194000,QLYS
2021-06-09,102.99,103.59,100.6,101.71,101.71,166100,QLYS
2021-06-10,101.71,103.93,100.95,103.05,103.05,227400,QLYS
2021-06-11,103.36,103.82,101.91,102.87,102.87,178400,QLYS
2021-06-14,102.76,102.87,99.9,100.96,100.96,495400,QLYS
2021-06-15,101.0,104.28,100.69,104.15,104.15,459000,QLYS
2021-06-16,104.0,105.62,103.35,105.01,105.01,419800,QLYS
2021-06-17,105.39,108.49,104.55,108.03,108.03,469300,QLYS
2021-06-18,107.78,108.98,105.45,105.95,105.95,1396800,QLYS
2021-06-21,105.91,105.91,103.63,103.79,103.79,398600,QLYS
2021-06-22,103.43,104.32,102.73,103.46,103.46,254500,QLYS
2021-06-23,103.22,103.91,101.52,102.09,102.09,239100,QLYS
2021-06-24,103.05,103.58,101.5,101.74,101.74,202000,QLYS
2021-06-25,102.12,102.53,100.98,101.54,101.54,541500,QLYS
2021-06-28,101.87,104.58,101.87,102.6,102.6,249400,QLYS
2021-06-29,102.65,102.78,101.31,102.57,102.57,170800,QLYS
2021-06-30,102.55,102.75,100.68,100.69,100.69,173300,QLYS
2021-07-01,100.69,102.34,100.29,100.94,100.94,189900,QLYS
2021-07-02,101.35,102.45,101.15,102.3,102.3,197300,QLYS
2021-07-06,102.64,107.14,102.04,106.82,106.82,352100,QLYS
2021-07-07,107.4,108.46,105.39,105.95,105.95,243400,QLYS
2021-07-08,104.0,108.16,103.02,106.69,106.69,266800,QLYS
2021-07-09,106.36,107.41,105.72,106.69,106.69,208900,QLYS
2021-07-12,106.97,107.47,103.56,104.85,104.85,311200,QLYS
2021-07-13,104.38,106.78,103.23,104.69,104.69,173900,QLYS
2021-07-14,105.4,105.51,101.21,101.21,101.21,298400,QLYS
2021-07-15,101.11,101.11,97.9,98.68,98.68,293200,QLYS
2021-07-16,99.61,101.95,99.21,99.75,99.75,483500,QLYS
2021-07-19,98.66,101.24,98.42,99.44,99.44,315400,QLYS
2021-07-20,101.0,103.27,99.17,102.14,102.14,272000,QLYS
2021-07-21,101.94,101.99,99.49,99.86,99.86,341100,QLYS
2021-07-22,100.01,100.98,99.54,99.89,99.89,297200,QLYS
2021-07-23,100.08,100.85,99.1,100.45,100.45,379100,QLYS
2021-07-26,99.61,100.8,99.0,100.05,100.05,275800,QLYS
2021-07-27,100.05,100.5,97.02,98.69,98.69,313600,QLYS
2021-07-28,99.62,101.62,99.06,100.9,100.9,269900,QLYS
2021-07-29,101.4,103.12,101.4,102.4,102.4,376000,QLYS
2021-07-30,102.04,103.5,101.49,101.56,101.56,163200,QLYS
2021-08-02,101.7,103.27,100.44,102.83,102.83,190500,QLYS
2021-08-03,102.65,105.72,102.65,104.28,104.28,195000,QLYS
2021-08-04,104.16,105.37,103.19,103.97,103.97,122900,QLYS
2021-08-05,104.49,105.71,103.92,105.16,105.16,331000,QLYS
2021-08-06,104.45,105.98,101.68,102.37,102.37,258800,QLYS
2021-08-09,102.8,105.85,102.76,105.11,105.11,419200,QLYS
2021-08-10,110.0,114.68,108.02,110.08,110.08,800000,QLYS
2021-08-11,109.57,111.0,106.83,107.02,107.02,339000,QLYS
2021-08-12,107.0,111.33,106.55,110.95,110.95,478400,QLYS
2021-08-13,111.6,111.9,110.21,110.56,110.56,241800,QLYS
2021-08-16,110.0,110.0,107.67,108.94,108.94,213500,QLYS
2021-08-17,108.71,109.67,107.62,109.64,109.64,162300,QLYS
2021-08-18,110.03,110.43,108.11,108.25,108.25,209800,QLYS
2021-08-19,107.52,110.8,107.1,109.77,109.77,315100,QLYS
2021-08-20,109.88,110.88,108.66,109.7,109.7,381600,QLYS
2021-08-23,109.74,110.07,108.62,109.7,109.7,328600,QLYS
2021-08-24,109.9,112.34,109.9,112.03,112.03,319400,QLYS
2021-08-25,112.63,115.49,112.47,114.88,114.88,309300,QLYS
2021-08-26,114.74,116.0,113.81,114.61,114.61,169300,QLYS
2021-08-27,113.97,115.43,113.81,115.0,115.0,286900,QLYS
2021-08-30,115.19,116.35,115.11,116.09,116.09,224900,QLYS
2021-08-31,116.18,117.8,115.39,117.38,117.38,271300,QLYS
2021-09-01,117.21,118.94,116.95,118.31,118.31,190600,QLYS
2021-09-02,119.21,120.48,118.93,119.6,119.6,321500,QLYS
2021-09-03,119.09,120.26,118.77,119.67,119.67,204300,QLYS
2021-09-07,119.24,119.24,115.93,116.43,116.43,231100,QLYS
2021-09-08,115.81,118.77,115.26,117.53,117.53,196600,QLYS
2021-09-09,117.85,118.55,117.21,117.24,117.24,180900,QLYS
2021-09-10,116.88,117.53,114.62,114.86,114.86,244700,QLYS
2021-09-13,114.94,119.45,114.73,119.21,119.21,332100,QLYS
2021-09-14,118.9,120.28,117.23,119.29,119.29,252500,QLYS
2021-09-15,119.24,120.25,118.33,119.52,119.52,200800,QLYS
2021-09-16,119.66,119.66,118.3,119.36,119.36,212600,QLYS
2021-09-17,120.82,121.07,117.72,119.3,119.3,957000,QLYS
2021-09-20,117.27,118.65,113.55,115.27,115.27,245400,QLYS
2021-09-21,116.03,117.68,115.2,115.9,115.9,170600,QLYS
2021-09-22,116.36,118.74,116.03,116.96,116.96,277900,QLYS
2021-09-23,118.11,119.95,117.46,119.76,119.76,156100,QLYS
2021-09-24,119.7,120.75,118.27,119.23,119.23,177100,QLYS
2021-09-27,119.16,119.16,115.75,116.32,116.32,156900,QLYS
2021-09-28,114.71,115.1,111.48,111.67,111.67,220800,QLYS
2021-09-29,112.32,113.36,110.42,110.96,110.96,209100,QLYS
2021-09-30,111.32,113.52,111.03,111.29,111.29,233600,QLYS
2021-10-01,111.92,112.6,109.37,111.37,111.37,376800,QLYS
2021-10-04,110.59,110.59,107.08,108.43,108.43,290400,QLYS
2021-10-05,109.7,111.81,108.67,109.68,109.68,231000,QLYS
2021-10-06,108.73,111.62,106.48,111.15,111.15,173800,QLYS
2021-10-07,111.55,114.65,111.55,112.67,112.67,255800,QLYS
2021-10-08,112.67,113.93,109.66,109.9,109.9,137400,QLYS
2021-10-11,108.82,111.19,108.61,109.87,109.87,222700,QLYS
2021-10-12,110.04,112.78,109.36,110.22,110.22,206800,QLYS
2021-10-13,111.2,114.26,111.2,114.14,114.14,282200,QLYS
2021-10-14,115.46,115.49,114.16,114.98,114.98,233100,QLYS
2021-10-15,115.78,115.9,114.07,114.35,114.35,358400,QLYS
2021-10-18,114.35,117.92,114.06,114.35,114.35,230300,QLYS
2021-10-19,114.38,115.95,113.2,114.95,114.95,231800,QLYS
2021-10-20,115.07,115.55,112.57,114.84,114.84,211700,QLYS
2021-10-21,114.69,116.84,114.62,116.5,116.5,185700,QLYS
2021-10-22,116.5,118.14,115.39,117.36,117.36,277200,QLYS
2021-10-25,116.83,120.12,116.54,118.76,118.76,255400,QLYS
2021-10-26,119.1,119.9,118.0,119.07,119.07,155600,QLYS
2021-10-27,119.46,120.15,117.86,118.05,118.05,340900,QLYS
2021-10-28,117.86,121.0,117.86,120.06,120.06,280500,QLYS
2021-10-29,119.37,125.0,119.37,124.48,124.48,296000,QLYS
2021-11-01,124.19,125.25,121.69,124.59,124.59,311600,QLYS
2021-11-02,124.42,127.62,123.66,124.97,124.97,364700,QLYS
2021-11-03,125.11,128.27,124.77,125.18,125.18,743400,QLYS
2021-11-04,132.99,139.48,129.46,137.04,137.04,746500,QLYS
2021-11-05,136.16,140.05,133.7,135.04,135.04,755300,QLYS
2021-11-08,134.92,140.02,134.19,139.55,139.55,377100,QLYS
2021-11-09,139.6,140.64,137.74,139.82,139.82,253400,QLYS
2021-11-10,138.58,140.1,136.59,137.67,137.67,240000,QLYS
2021-11-11,136.84,140.17,136.84,137.84,137.84,240800,QLYS
2021-11-12,138.43,139.7,137.68,139.52,139.52,263200,QLYS
2021-11-15,139.66,139.66,135.28,136.49,136.49,221900,QLYS
2021-11-16,136.13,140.1,136.13,139.94,139.94,293900,QLYS
2021-11-17,139.79,140.28,137.04,138.2,138.2,205200,QLYS
2021-11-18,138.12,138.6,136.21,137.32,137.32,217600,QLYS
2021-11-19,137.65,139.73,136.57,137.44,137.44,216500,QLYS
2021-11-22,137.55,137.55,131.56,131.95,131.95,313600,QLYS
2021-11-23,131.48,131.98,125.24,128.63,128.63,403700,QLYS
2021-11-24,128.19,133.52,126.24,133.5,133.5,231800,QLYS
2021-11-26,131.59,134.66,129.44,129.71,129.71,161400,QLYS
2021-11-29,131.14,135.4,130.91,134.34,134.34,287000,QLYS
2021-11-30,133.87,136.03,129.17,130.29,130.29,475100,QLYS
2021-12-01,131.8,131.8,124.76,125.28,125.28,282400,QLYS
2021-12-02,125.44,129.72,124.5,129.42,129.42,276400,QLYS
2021-12-03,129.67,130.74,124.28,127.64,127.64,417600,QLYS
2021-12-06,127.07,128.81,124.37,126.65,126.65,290000,QLYS
2021-12-07,129.42,133.12,129.26,132.06,132.06,281000,QLYS
2021-12-08,131.66,133.74,129.51,132.45,132.45,370900,QLYS
2021-12-09,132.12,134.24,130.85,132.19,132.19,268700,QLYS
2021-12-10,133.42,136.79,131.52,132.1,132.1,229400,QLYS
2021-12-13,131.64,135.15,130.81,133.72,133.72,309600,QLYS
2021-12-14,130.82,133.06,128.68,131.86,131.86,243700,QLYS
2021-12-15,131.95,134.95,130.91,134.87,134.87,381300,QLYS
2021-12-16,134.9,135.24,129.72,131.14,131.14,362400,QLYS
2021-12-17,130.63,135.5,130.6,135.06,135.06,894700,QLYS
2021-12-20,133.3,135.71,133.3,134.13,134.13,269300,QLYS
2021-12-21,134.74,137.25,132.53,137.22,137.22,314400,QLYS
2021-12-22,137.5,138.04,136.06,137.7,137.7,183500,QLYS
2021-12-23,138.0,139.69,137.33,139.37,139.37,269500,QLYS
2021-12-27,139.9,142.23,139.4,140.11,140.11,364700,QLYS
2021-12-28,141.14,141.42,138.15,140.61,140.61,124000,QLYS
2021-12-29,141.39,142.15,139.64,140.98,140.98,144300,QLYS
2021-12-30,141.54,142.94,140.34,140.56,140.56,157800,QLYS
2021-12-31,140.65,141.79,137.1,137.22,137.22,240800,QLYS
2022-01-03,137.55,137.55,133.4,136.63,136.63,253900,QLYS
2022-01-04,136.25,136.25,126.72,128.82,128.82,268500,QLYS
2022-01-05,128.19,129.71,124.0,124.71,124.71,304500,QLYS
2022-01-06,123.0,128.48,122.2,127.14,127.14,290900,QLYS
2022-01-07,127.14,130.0,125.0,125.66,125.66,251900,QLYS
2022-01-10,123.4,128.15,121.71,128.09,128.09,406800,QLYS
2022-01-11,128.17,131.71,127.2,130.53,130.53,288000,QLYS
2022-01-12,131.7,133.18,127.5,127.55,127.55,189100,QLYS
2022-01-13,128.33,128.33,123.97,124.03,124.03,175100,QLYS
2022-01-14,122.66,126.6,122.35,126.29,126.29,254700,QLYS
2022-01-18,123.73,126.78,121.76,125.1,125.1,319700,QLYS
2022-01-19,125.1,128.9,124.77,124.96,124.96,183700,QLYS
2022-01-20,126.16,128.45,124.86,125.05,125.05,243600,QLYS
2022-01-21,124.27,126.95,123.47,124.28,124.28,341300,QLYS
2022-01-24,122.0,129.97,121.85,129.63,129.63,457900,QLYS
2022-01-25,127.39,127.39,121.57,122.38,122.38,400400,QLYS
2022-01-26,125.15,126.94,119.93,120.75,120.75,403100,QLYS
2022-01-27,122.23,125.95,120.4,121.2,121.2,315600,QLYS
2022-01-28,120.99,123.62,118.46,123.6,123.6,338000,QLYS
2022-01-31,123.6,128.18,123.0,128.14,128.14,234000,QLYS
2022-02-01,129.31,129.71,126.32,128.58,128.58,232700,QLYS
2022-02-02,129.26,130.89,127.04,127.47,127.47,211700,QLYS
2022-02-03,125.0,127.55,124.01,125.61,125.61,185100,QLYS
2022-02-04,124.88,130.08,124.88,129.01,129.01,178900,QLYS
2022-02-07,128.87,131.65,128.22,129.24,129.24,326900,QLYS
2022-02-08,128.54,132.12,128.54,130.96,130.96,213400,QLYS
2022-02-09,132.25,136.45,131.78,136.33,136.33,363300,QLYS
2022-02-10,132.44,135.68,132.08,134.69,134.69,568100,QLYS
2022-02-11,129.75,132.0,115.14,115.37,115.37,953600,QLYS
2022-02-14,115.21,123.13,115.2,121.65,121.65,584300,QLYS
2022-02-15,122.55,124.57,121.07,122.57,122.57,309300,QLYS
2022-02-16,121.6,122.02,118.46,121.64,121.64,257100,QLYS
2022-02-17,120.38,120.82,115.52,115.92,115.92,267500,QLYS
2022-02-18,116.08,117.56,114.09,114.8,114.8,624700,QLYS
2022-02-22,113.62,115.35,112.29,113.01,113.01,419200,QLYS
2022-02-23,114.62,115.56,110.96,111.19,111.19,294400,QLYS
2022-02-24,108.1,121.96,108.1,121.32,121.32,433000,QLYS
2022-02-25,120.95,123.04,118.77,122.82,122.82,327400,QLYS
2022-02-28,122.06,126.85,122.06,125.31,125.31,430700,QLYS
2022-03-01,125.5,128.45,124.25,125.55,125.55,354600,QLYS
2022-03-02,125.56,131.21,123.71,130.71,130.71,501900,QLYS
2022-03-03,131.85,133.45,128.67,129.79,129.79,234500,QLYS
2022-03-04,129.53,130.9,126.93,128.26,128.26,299600,QLYS
2022-03-07,128.69,129.85,124.39,124.86,124.86,282800,QLYS
2022-03-08,123.68,127.35,123.35,124.05,124.05,306300,QLYS
2022-03-09,126.44,128.95,124.62,128.55,128.55,251200,QLYS
2022-03-10,127.73,130.24,126.18,129.63,129.63,297600,QLYS
2022-03-11,130.13,131.66,127.03,127.48,127.48,273000,QLYS
2022-03-14,125.72,125.98,115.5,116.53,116.53,683000,QLYS
2022-03-15,117.43,123.41,114.96,122.92,122.92,393200,QLYS
2022-03-16,124.49,127.73,122.4,127.51,127.51,478300,QLYS
2022-03-17,127.47,130.33,126.09,130.05,130.05,388700,QLYS
2022-03-18,131.6,134.15,130.63,133.31,133.31,2017500,QLYS
2022-03-21,132.52,135.8,131.88,135.7,135.7,343600,QLYS
2022-03-22,134.95,141.57,134.08,140.88,140.88,357300,QLYS
2022-03-23,139.17,140.81,137.67,138.06,138.06,294500,QLYS
2022-03-24,138.65,141.63,137.66,141.39,141.39,210500,QLYS
2022-03-25,141.3,141.61,137.1,139.81,139.81,207100,QLYS
2022-03-28,139.14,142.23,138.93,141.93,141.93,262900,QLYS
2022-03-29,143.22,144.89,141.52,143.93,143.93,242800,QLYS
2022-03-30,143.13,144.71,141.91,143.5,143.5,272800,QLYS
2022-03-31,143.73,145.5,142.33,142.41,142.41,354000,QLYS
2022-04-01,142.07,144.0,138.82,140.47,140.47,346500,QLYS
2022-04-04,141.42,144.45,141.42,143.45,143.45,246800,QLYS
2022-04-05,142.71,143.25,139.81,140.09,140.09,157200,QLYS
2022-04-06,138.26,138.79,135.82,137.2,137.2,286000,QLYS
2022-04-07,136.3,140.27,136.3,137.56,137.56,266900,QLYS
2022-04-08,137.67,139.03,136.22,138.13,138.13,291200,QLYS
2022-04-11,139.21,144.38,138.32,143.02,143.02,364400,QLYS
2022-04-12,145.01,147.7,143.4,144.6,144.6,362600,QLYS
2022-04-13,144.76,149.9,144.07,149.65,149.65,329400,QLYS
2022-04-14,149.9,150.1,146.58,147.03,147.03,382500,QLYS
2022-04-18,145.9,145.9,141.59,142.22,142.22,234400,QLYS
2022-04-19,142.07,147.62,140.46,146.32,146.32,229900,QLYS
2022-04-20,147.37,147.95,144.39,146.75,146.75,176400,QLYS
2022-04-21,148.42,149.48,141.19,142.34,142.34,226100,QLYS
2022-04-22,142.22,142.97,138.87,139.33,139.33,212100,QLYS
2022-04-25,138.62,143.19,138.62,143.08,143.08,184300,QLYS
2022-04-26,141.97,142.5,136.18,136.74,136.74,218300,QLYS
2022-04-27,137.51,140.6,135.65,138.03,138.03,265500,QLYS
2022-04-28,140.23,141.57,138.2,140.52,140.52,226600,QLYS
2022-04-29,139.46,142.23,135.57,136.28,136.28,260400,QLYS
2022-05-02,136.38,139.24,135.3,139.0,139.0,273100,QLYS
2022-05-03,139.0,139.88,132.83,134.83,134.83,337200,QLYS
2022-05-04,135.58,139.72,130.53,138.52,138.52,637600,QLYS
2022-05-05,138.0,139.74,125.86,130.84,130.84,678400,QLYS
2022-05-06,128.08,129.19,118.34,119.32,119.32,634400,QLYS
2022-05-09,117.23,118.63,112.62,113.49,113.49,519000,QLYS
2022-05-10,116.17,117.99,112.29,117.25,117.25,482800,QLYS
2022-05-11,116.1,118.5,111.97,112.45,112.45,385900,QLYS
2022-05-12,111.28,116.7,110.74,114.48,114.48,388700,QLYS
2022-05-13,116.56,121.74,116.56,121.3,121.3,627500,QLYS
2022-05-16,120.8,122.56,117.93,118.29,118.29,308300,QLYS
2022-05-17,121.92,122.88,116.29,118.7,118.7,225600,QLYS
2022-05-18,116.17,119.32,114.58,115.57,115.57,306800,QLYS
2022-05-19,114.92,119.74,113.98,117.74,117.74,247800,QLYS
2022-05-20,120.58,123.14,117.3,120.37,120.37,256200,QLYS
2022-05-23,120.53,124.78,120.14,124.02,124.02,355500,QLYS
2022-05-24,122.76,124.28,121.43,122.88,122.88,323200,QLYS
2022-05-25,121.88,125.5,121.31,125.38,125.38,391600,QLYS
2022-05-26,125.9,131.35,125.5,130.96,130.96,428800,QLYS
2022-05-27,131.0,138.74,131.0,138.2,138.2,615400,QLYS
2022-05-31,137.73,137.98,130.41,130.68,130.68,574200,QLYS
2022-06-01,131.7,133.7,128.3,129.67,129.67,398200,QLYS
2022-06-02,128.63,133.98,128.6,133.84,133.84,287100,QLYS
2022-06-03,132.21,134.92,130.55,132.3,132.3,422200,QLYS
2022-06-06,134.0,134.47,128.54,130.75,130.75,285600,QLYS
2022-06-07,129.27,133.75,128.97,133.68,133.68,307000,QLYS
2022-06-08,132.73,133.86,130.93,132.29,132.29,242300,QLYS
2022-06-09,130.95,132.87,128.75,128.81,128.81,206600,QLYS
2022-06-10,126.28,128.82,124.07,124.94,124.94,312700,QLYS
2022-06-13,120.71,123.41,119.36,121.8,121.8,364900,QLYS
2022-06-14,122.5,123.36,118.6,119.89,119.89,361200,QLYS
2022-06-15,121.47,123.55,118.83,121.31,121.31,420200,QLYS
2022-06-16,118.23,119.74,115.06,117.78,117.78,367500,QLYS
2022-06-17,118.28,123.08,118.28,121.91,121.91,853300,QLYS
2022-06-21,123.48,124.89,122.51,123.76,123.76,277200,QLYS
2022-06-22,122.58,126.31,121.61,124.31,124.31,226800,QLYS
2022-06-23,125.44,131.88,124.68,130.85,130.85,440400,QLYS
2022-06-24,133.12,137.79,133.03,136.52,136.52,998700,QLYS
2022-06-27,136.55,137.26,134.02,135.23,135.23,320900,QLYS
2022-06-28,134.59,136.03,128.58,129.26,129.26,314000,QLYS
2022-06-29,129.49,130.07,127.02,129.42,129.42,308700,QLYS
2022-06-30,127.59,128.64,124.18,126.14,126.14,444900,QLYS
2022-07-01,126.14,130.36,125.1,129.85,129.85,292000,QLYS
2022-07-05,128.58,131.23,127.64,130.99,130.99,248200,QLYS
2022-07-06,131.1,133.52,130.33,131.13,131.13,285700,QLYS
2022-07-07,131.07,134.84,130.91,133.51,133.51,345000,QLYS
2022-07-08,131.91,133.44,131.09,132.34,132.34,209400,QLYS
2022-07-11,131.22,131.83,129.38,130.21,130.21,370200,QLYS
2022-07-12,130.21,132.42,122.58,123.97,123.97,442800,QLYS
2022-07-13,120.76,123.14,117.84,121.87,121.87,613400,QLYS
2022-07-14,120.49,121.44,116.52,120.83,120.83,437500,QLYS
2022-07-15,123.48,124.49,121.09,123.89,123.89,464600,QLYS
2022-07-18,123.78,127.0,122.36,123.05,123.05,261400,QLYS
2022-07-19,125.26,127.73,124.02,127.56,127.56,233800,QLYS
2022-07-20,128.13,130.79,128.13,128.79,128.79,231700,QLYS
2022-07-21,128.14,131.92,127.46,131.92,131.92,275200,QLYS
2022-07-22,132.21,132.78,129.16,129.9,129.9,208100,QLYS
2022-07-25,130.18,130.65,128.2,129.89,129.89,217700,QLYS
2022-07-26,129.53,131.09,124.64,125.49,125.49,254900,QLYS
2022-07-27,125.88,128.49,114.02,118.93,118.93,783300,QLYS
2022-07-28,119.84,124.17,118.9,122.12,122.12,353700,QLYS
2022-07-29,122.32,123.39,119.66,122.32,122.32,273000,QLYS
2022-08-01,121.4,124.98,121.0,123.99,123.99,253300,QLYS
2022-08-02,122.65,125.6,120.79,124.4,124.4,180900,QLYS
2022-08-03,125.25,129.14,125.25,128.88,128.88,272400,QLYS
2022-08-04,127.4,128.55,123.51,126.91,126.91,348700,QLYS
2022-08-05,125.92,128.56,125.1,127.76,127.76,404600,QLYS
2022-08-08,129.07,129.95,126.08,127.43,127.43,687900,QLYS
2022-08-09,135.0,144.0,133.0,142.7,142.7,974300,QLYS
2022-08-10,142.53,149.2,141.88,148.03,148.03,658800,QLYS
2022-08-11,148.5,149.94,144.25,145.39,145.39,370500,QLYS
2022-08-12,146.93,150.58,144.65,149.45,149.45,383400,QLYS
2022-08-15,148.24,154.05,148.24,153.94,153.94,411400,QLYS
2022-08-16,153.15,155.75,152.53,155.6,155.6,480500,QLYS
2022-08-17,154.27,155.48,152.93,153.88,153.88,349200,QLYS
2022-08-18,153.15,157.54,152.39,156.41,156.41,347700,QLYS
2022-08-19,155.77,155.77,152.1,153.59,153.59,451700,QLYS
2022-08-22,152.2,153.4,150.61,151.68,151.68,219700,QLYS
2022-08-23,154.28,154.68,152.38,153.35,153.35,268600,QLYS
2022-08-24,153.58,157.76,152.73,156.29,156.29,378300,QLYS
